CustomerKey,Buy_Label,Purchase_Probability,Predicted_Sales_Amount,Marketing_Cost,Expected_Profit,Selected_By
15118,1,0.98,8251.51745000002,5000,3086.487101000019,Expected Profit Top 20%
11756,1,1.0,8078.46380000001,5000,3078.4638000000105,Both
12291,1,0.99,8153.7527530000025,5000,3072.215225470002,Expected Profit Top 20%
11990,1,0.99,8153.440182000005,5000,3071.9057801800045,Expected Profit Top 20%
11920,1,1.0,8061.776812999992,5000,3061.776812999992,Both
11915,1,0.99,8137.531724999999,5000,3056.156407749999,Expected Profit Top 20%
11901,1,0.98,8215.263525000006,5000,3050.9582545000058,Expected Profit Top 20%
11111,1,0.99,8132.001124999999,5000,3050.681113749999,Expected Profit Top 20%
11912,1,0.99,8110.38569999999,5000,3029.2818429999897,Expected Profit Top 20%
11917,1,0.99,8098.428849999992,5000,3017.4445614999922,Expected Profit Top 20%
11147,1,0.98,8177.7286250000025,5000,3014.1740525000023,Expected Profit Top 20%
12297,1,0.99,8093.718660000001,5000,3012.7814734000012,Expected Profit Top 20%
11914,1,0.98,8164.902799999998,5000,3001.6047439999975,Expected Profit Top 20%
11381,1,0.98,8157.365175000017,5000,2994.2178715000164,Expected Profit Top 20%
11908,1,0.99,8065.014296000011,5000,2984.364153040011,Expected Profit Top 20%
11994,1,0.98,8143.983996000016,5000,2981.1043160800155,Expected Profit Top 20%
11482,1,0.98,8143.299200000018,5000,2980.4332160000167,Expected Profit Top 20%
11991,1,0.98,8133.167500000003,5000,2970.5041500000034,Expected Profit Top 20%
11995,1,0.97,8214.529025000003,5000,2968.093154250003,Expected Profit Top 20%
11918,1,0.97,8204.463599999995,5000,2958.3296919999957,Expected Profit Top 20%
12001,1,0.98,8115.55200000001,5000,2953.240960000009,Expected Profit Top 20%
11993,1,1.0,7948.568065999996,5000,2948.568065999996,Both
12009,1,0.97,8193.073200000003,5000,2947.281004000002,Expected Profit Top 20%
11112,1,0.96,8270.34460000001,5000,2939.5308160000086,Expected Profit Top 20%
12000,1,0.97,8181.322799999998,5000,2935.883115999998,Expected Profit Top 20%
11120,1,0.96,8259.264901999997,5000,2928.8943059199974,Expected Profit Top 20%
11976,1,0.98,8083.1473250000145,5000,2921.484378500014,Expected Profit Top 20%
11472,1,0.97,8159.825399999994,5000,2915.030637999994,Expected Profit Top 20%
11969,1,0.97,8157.140125000011,5000,2912.42592125001,Expected Profit Top 20%
11963,1,0.98,8068.686296000009,5000,2907.3125700800083,Expected Profit Top 20%
12298,1,0.99,7982.313048000011,5000,2902.4899175200107,Expected Profit Top 20%
12330,1,0.99,7958.454973000011,5000,2878.87042327001,Expected Profit Top 20%
13255,1,1.0,7846.879524999993,5000,2846.879524999993,Both
12130,1,0.99,7919.974840000009,5000,2840.7750916000086,Expected Profit Top 20%
11968,1,0.97,8078.050000000012,5000,2835.7085000000116,Expected Profit Top 20%
11443,1,0.95,8222.503200000001,5000,2811.3780400000005,Expected Profit Top 20%
15695,1,0.94,8265.963499999998,5000,2770.005689999998,Expected Profit Top 20%
11986,1,0.94,8261.79177799999,5000,2766.08427131999,Expected Profit Top 20%
11110,1,0.96,8089.284025000013,5000,2765.7126640000115,Expected Profit Top 20%
11489,1,0.97,7998.4094820000055,5000,2758.457197540005,Expected Profit Top 20%
12338,1,0.94,8244.0696,5000,2749.425424,Expected Profit Top 20%
14429,1,0.91,8461.98032500001,5000,2700.402095750009,Expected Profit Top 20%
11897,1,0.94,8186.326000000006,5000,2695.146440000006,Expected Profit Top 20%
13259,1,1.0,7686.881853999999,5000,2686.8818539999993,Both
12314,1,1.0,7678.569162000007,5000,2678.569162000007,Both
11977,1,0.93,8206.783199999998,5000,2632.308375999998,Expected Profit Top 20%
12657,1,1.0,7566.251300000006,5000,2566.2513000000063,Both
13256,1,0.99,7549.942613999994,5000,2474.4431878599944,Expected Profit Top 20%
11992,1,0.92,8120.087600000016,5000,2470.4805920000153,Expected Profit Top 20%
15678,1,1.0,7408.750605999998,5000,2408.750605999998,Both
17221,1,0.99,7372.774830000009,5000,2299.0470817000096,Expected Profit Top 20%
16589,1,1.0,7298.371124999997,5000,2298.371124999997,Both
16594,1,1.0,7288.615899999996,5000,2288.615899999996,Both
15093,1,1.0,7286.210800000006,5000,2286.210800000006,Both
13580,1,0.99,7347.523899999995,5000,2274.0486609999944,Expected Profit Top 20%
16830,1,1.0,7266.4663000000055,5000,2266.4663000000055,Both
13264,1,1.0,7259.648425000012,5000,2259.648425000012,Both
13265,1,1.0,7256.269425000011,5000,2256.2694250000113,Both
15095,1,1.0,7254.6698499999975,5000,2254.6698499999975,Both
17184,1,1.0,7253.055499999996,5000,2253.055499999996,Both
13406,1,0.99,7325.570980000005,5000,2252.315270200005,Expected Profit Top 20%
16822,1,1.0,7247.292,5000,2247.2920000000004,Both
16823,1,1.0,7244.244099999994,5000,2244.2440999999944,Both
15623,1,1.0,7244.229099999996,5000,2244.229099999996,Both
19031,1,1.0,7239.506000000001,5000,2239.506000000001,Both
13579,1,1.0,7232.734698000004,5000,2232.734698000004,Both
16207,1,1.0,7229.556399999998,5000,2229.5563999999977,Both
15676,1,1.0,7228.743800000004,5000,2228.743800000004,Both
16831,1,1.0,7228.687399999999,5000,2228.687399999999,Both
13784,1,1.0,7222.468145999991,5000,2222.468145999991,Both
13792,1,1.0,7217.418499999996,5000,2217.418499999996,Both
17214,1,1.0,7210.93580000001,5000,2210.93580000001,Both
16598,1,1.0,7210.922008999994,5000,2210.9220089999944,Both
13794,1,1.0,7203.767325000007,5000,2203.767325000007,Both
16565,1,1.0,7203.635424999998,5000,2203.6354249999977,Both
16206,1,1.0,7202.65929999999,5000,2202.6592999999903,Both
16585,1,1.0,7202.350400000011,5000,2202.350400000011,Both
16827,1,1.0,7201.405024999991,5000,2201.405024999991,Both
13693,1,1.0,7197.661799999994,5000,2197.6617999999944,Both
13606,1,1.0,7197.320999999995,5000,2197.3209999999954,Both
15677,1,1.0,7197.3060749999895,5000,2197.3060749999895,Both
17114,1,0.99,7266.320509000005,5000,2193.657303910005,Expected Profit Top 20%
11413,1,0.99,7262.795303,5000,2190.16734997,Expected Profit Top 20%
17781,1,1.0,7186.9923999999955,5000,2186.9923999999955,Both
18173,1,1.0,7186.598531999993,5000,2186.5985319999927,Both
13690,1,1.0,7186.473699999994,5000,2186.473699999994,Both
16828,1,1.0,7185.179024999996,5000,2185.179024999996,Both
17183,1,1.0,7184.168499999994,5000,2184.1684999999943,Both
16567,1,1.0,7177.6572,5000,2177.6571999999996,Both
16261,1,1.0,7175.028449999994,5000,2175.0284499999943,Both
13765,1,1.0,7171.502800000003,5000,2171.502800000003,Both
15932,1,0.99,7241.012471000011,5000,2168.602346290011,Expected Profit Top 20%
15094,1,1.0,7165.192800000003,5000,2165.1928000000034,Both
13777,1,1.0,7159.631699999991,5000,2159.631699999991,Both
11414,1,1.0,7147.227089000006,5000,2147.2270890000063,Both
15675,1,0.98,7292.115800000002,5000,2146.273484000002,Expected Profit Top 20%
13261,1,0.99,7216.667999999994,5000,2144.501319999994,Expected Profit Top 20%
12005,1,1.0,7142.25483900001,5000,2142.25483900001,Both
18166,1,0.99,7211.793199999996,5000,2139.6752679999963,Expected Profit Top 20%
16829,1,0.99,7209.162099999998,5000,2137.0704789999972,Expected Profit Top 20%
16196,1,0.98,7246.38459999999,5000,2101.45690799999,Expected Profit Top 20%
16263,1,0.98,7242.89769999999,5000,2098.0397459999904,Expected Profit Top 20%
16821,1,0.98,7239.4437880000005,5000,2094.65491224,Expected Profit Top 20%
17198,1,0.97,7298.009199999992,5000,2079.068923999992,Expected Profit Top 20%
11548,1,1.0,7059.12381700001,5000,2059.1238170000097,Both
12037,1,0.99,7121.183700000001,5000,2049.9718630000016,Expected Profit Top 20%
14203,1,1.0,7049.94800900001,5000,2049.9480090000097,Both
18177,1,1.0,7041.340187000008,5000,2041.340187000008,Both
11549,1,1.0,7023.835724000008,5000,2023.8357240000078,Both
16587,1,1.0,7021.328045999998,5000,2021.3280459999978,Both
13625,1,1.0,7019.246501000007,5000,2019.246501000007,Both
11422,1,1.0,7018.967052000008,5000,2018.9670520000082,Both
12007,1,1.0,7016.496724000012,5000,2016.4967240000124,Both
16204,1,0.98,7157.884250000007,5000,2014.7265650000072,Expected Profit Top 20%
13012,1,1.0,7010.2423330000065,5000,2010.2423330000065,Both
11496,1,1.0,7009.583575000004,5000,2009.5835750000042,Both
14424,1,1.0,6996.1030000000055,5000,1996.1030000000055,Both
16588,1,1.0,6995.890825000007,5000,1995.8908250000068,Both
16575,1,1.0,6995.887025000006,5000,1995.8870250000064,Both
17811,1,1.0,6995.833650000008,5000,1995.8336500000078,Both
17192,1,1.0,6994.72703500001,5000,1994.72703500001,Both
15637,1,1.0,6992.564600000007,5000,1992.564600000007,Both
15624,1,1.0,6990.804800000007,5000,1990.8048000000072,Both
11494,1,1.0,6986.097091000011,5000,1986.0970910000106,Both
17225,1,1.0,6982.577014000005,5000,1982.577014000005,Both
17202,1,1.0,6981.420589000002,5000,1981.420589000002,Both
17207,1,1.0,6980.077835000003,5000,1980.0778350000028,Both
18127,1,1.0,6977.775628000004,5000,1977.775628000004,Both
16199,1,0.99,7048.188746000015,5000,1977.7068585400148,Expected Profit Top 20%
18141,1,1.0,6970.120031000004,5000,1970.120031000004,Both
12216,1,1.0,6965.280049000007,5000,1965.2800490000072,Both
16826,1,1.0,6964.177807000004,5000,1964.1778070000037,Both
17182,1,1.0,6963.928133000006,5000,1963.9281330000058,Both
15086,1,1.0,6957.5625380000065,5000,1957.5625380000065,Both
14031,1,1.0,6956.506239000001,5000,1956.5062390000012,Both
17185,1,1.0,6955.727314000002,5000,1955.7273140000016,Both
17203,1,1.0,6954.5021139999935,5000,1954.5021139999935,Both
16203,1,1.0,6952.078735000001,5000,1952.078735000001,Both
11485,1,0.99,7019.603975000008,5000,1949.4079352500084,Expected Profit Top 20%
16205,1,1.0,6948.186900000008,5000,1948.1869000000079,Both
16262,1,1.0,6947.361250000003,5000,1947.3612500000027,Both
18126,1,1.0,6944.182900000009,5000,1944.1829000000089,Both
15929,1,1.0,6943.428700000006,5000,1943.4287000000058,Both
17825,1,0.99,7013.560895999998,5000,1943.4252870399978,Expected Profit Top 20%
19032,1,1.0,6937.902200000008,5000,1937.9022000000077,Both
15933,1,1.0,6934.220899999998,5000,1934.2208999999984,Both
18147,1,1.0,6929.825203000015,5000,1929.8252030000149,Both
18136,1,1.0,6925.109275000007,5000,1925.109275000007,Both
12348,1,1.0,6922.10897,5000,1922.1089700000002,Both
18135,1,1.0,6921.865585000012,5000,1921.8655850000123,Both
18168,1,1.0,6918.813099000012,5000,1918.8130990000118,Both
15702,1,1.0,6918.803470999995,5000,1918.8034709999947,Both
16307,1,1.0,6917.452968000015,5000,1917.452968000015,Both
18160,1,1.0,6917.147828000015,5000,1917.1478280000147,Both
16595,1,1.0,6916.3720389999935,5000,1916.3720389999935,Both
12988,1,1.0,6916.369260999988,5000,1916.369260999988,Both
17093,1,1.0,6916.186623000015,5000,1916.186623000015,Both
16448,1,1.0,6912.467250000002,5000,1912.4672500000024,Both
12702,1,1.0,6907.143643000005,5000,1907.1436430000049,Both
16286,1,1.0,6905.360163000001,5000,1905.3601630000012,Both
13082,1,1.0,6903.360593999999,5000,1903.3605939999989,Both
13626,1,1.0,6902.288565000003,5000,1902.2885650000026,Both
12685,1,1.0,6902.260036000006,5000,1902.260036000006,Both
12680,1,1.0,6898.308548000004,5000,1898.3085480000036,Both
11998,1,0.99,6966.477921000008,5000,1896.8131417900076,Expected Profit Top 20%
13104,1,1.0,6891.588748000006,5000,1891.5887480000056,Both
15059,1,1.0,6890.873806000005,5000,1890.873806000005,Both
13955,1,1.0,6890.606061000008,5000,1890.6060610000077,Both
12703,1,1.0,6890.537762000014,5000,1890.5377620000136,Both
18158,1,1.0,6890.195617000002,5000,1890.1956170000021,Both
12676,1,1.0,6885.416768999994,5000,1885.416768999994,Both
11247,1,0.95,7242.372994,5000,1880.2543442999995,Expected Profit Top 20%
11609,1,1.0,6879.211191000005,5000,1879.2111910000049,Both
12215,1,1.0,6877.720792000003,5000,1877.7207920000028,Both
12684,1,1.0,6876.174837999995,5000,1876.1748379999954,Both
17181,1,0.99,6945.143950000005,5000,1875.6925105000046,Expected Profit Top 20%
13132,1,1.0,6874.437645000003,5000,1874.4376450000027,Both
15627,1,0.99,6943.502100000004,5000,1874.067079000004,Expected Profit Top 20%
12701,1,1.0,6871.244035000007,5000,1871.244035000007,Both
12688,1,1.0,6870.869329000005,5000,1870.8693290000047,Both
11468,1,0.99,6939.956554999993,5000,1870.5569894499931,Expected Profit Top 20%
13629,1,1.0,6870.004715999999,5000,1870.0047159999986,Both
13960,1,1.0,6869.4973719999925,5000,1869.4973719999925,Both
13616,1,1.0,6869.406162000007,5000,1869.4061620000066,Both
13122,1,1.0,6869.276300999998,5000,1869.276300999998,Both
17103,1,0.99,6935.390900000007,5000,1866.0369910000063,Expected Profit Top 20%
14941,1,1.0,6865.092701000003,5000,1865.0927010000032,Both
13644,1,1.0,6863.99755999999,5000,1863.9975599999898,Both
12686,1,1.0,6863.997101999991,5000,1863.9971019999912,Both
12346,1,1.0,6863.38995799999,5000,1863.3899579999897,Both
13965,1,1.0,6862.7097559999975,5000,1862.7097559999975,Both
13076,1,1.0,6862.481047999999,5000,1862.4810479999987,Both
12700,1,1.0,6861.648073000003,5000,1861.648073000003,Both
14032,1,1.0,6860.049946000002,5000,1860.049946000002,Both
16298,1,0.98,6998.403009000005,5000,1858.434948820005,Expected Profit Top 20%
13959,1,1.0,6856.250738000003,5000,1856.2507380000034,Both
12706,1,1.0,6855.6432110000005,5000,1855.6432110000005,Both
13091,1,1.0,6855.226947000004,5000,1855.2269470000037,Both
13139,1,1.0,6855.028674000006,5000,1855.0286740000056,Both
12347,1,1.0,6854.750210999994,5000,1854.7502109999941,Both
12994,1,1.0,6854.3500040000035,5000,1854.3500040000035,Both
12705,1,1.0,6853.9994760000045,5000,1853.9994760000045,Both
11493,1,0.98,6990.806960000008,5000,1850.990820800008,Expected Profit Top 20%
12995,1,1.0,6850.043895999994,5000,1850.0438959999938,Both
12689,1,1.0,6849.85360100001,5000,1849.8536010000098,Both
13620,1,1.0,6848.703453999991,5000,1848.7034539999913,Both
13080,1,1.0,6848.165918999995,5000,1848.1659189999946,Both
17220,1,0.99,6916.81957,5000,1847.6513742999996,Expected Profit Top 20%
13078,1,1.0,6846.914250999997,5000,1846.9142509999974,Both
12353,1,1.0,6846.045361999988,5000,1846.045361999988,Both
13646,1,1.0,6846.034002000006,5000,1846.0340020000058,Both
13075,1,1.0,6843.116438000005,5000,1843.1164380000046,Both
13953,1,1.0,6842.881248999994,5000,1842.8812489999937,Both
13103,1,1.0,6842.085256000007,5000,1842.0852560000067,Both
13970,1,1.0,6841.50569,5000,1841.50569,Both
13622,1,1.0,6840.930174000007,5000,1840.9301740000074,Both
12341,1,1.0,6840.353612000014,5000,1840.3536120000144,Both
12999,1,1.0,6840.102957999988,5000,1840.1029579999877,Both
12668,1,1.0,6840.049743999989,5000,1840.049743999989,Both
17218,1,0.99,6908.987039000001,5000,1839.8971686100003,Expected Profit Top 20%
13160,1,1.0,6839.298957999988,5000,1839.2989579999876,Both
13958,1,1.0,6839.119031999989,5000,1839.1190319999887,Both
13632,1,1.0,6838.949245999988,5000,1838.9492459999883,Both
12222,1,0.99,6907.584007000005,5000,1838.5081669300052,Expected Profit Top 20%
12342,1,1.0,6838.420054000014,5000,1838.4200540000138,Both
13638,1,1.0,6835.369622000011,5000,1835.369622000011,Both
13113,1,1.0,6835.170008000011,5000,1835.170008000011,Both
13051,1,1.0,6834.789286000002,5000,1834.789286000002,Both
12239,1,0.99,6903.22856400001,5000,1834.1962783600102,Expected Profit Top 20%
13636,1,1.0,6832.643599999993,5000,1832.643599999993,Both
14020,1,1.0,6832.623599999993,5000,1832.6235999999926,Both
13966,1,1.0,6830.597142000012,5000,1830.5971420000124,Both
13117,1,1.0,6828.6800129999965,5000,1828.6800129999965,Both
12674,1,1.0,6828.095248999996,5000,1828.0952489999963,Both
12990,1,1.0,6825.099963,5000,1825.0999629999997,Both
13630,1,1.0,6824.513622000001,5000,1824.5136220000013,Both
13119,1,1.0,6823.755361000001,5000,1823.7553610000014,Both
12989,1,1.0,6822.592016000012,5000,1822.5920160000123,Both
12210,1,1.0,6821.877090999997,5000,1821.8770909999967,Both
13645,1,1.0,6821.003311000013,5000,1821.0033110000131,Both
16297,1,0.99,6889.258859000005,5000,1820.3662704100052,Expected Profit Top 20%
14038,1,1.0,6820.023694000004,5000,1820.023694000004,Both
13129,1,1.0,6819.836441999999,5000,1819.836441999999,Both
13631,1,1.0,6819.110554000013,5000,1819.1105540000126,Both
12693,1,1.0,6817.291246000001,5000,1817.2912460000007,Both
13011,1,1.0,6817.149900000006,5000,1817.1499000000058,Both
12355,1,1.0,6817.107100000006,5000,1817.1071000000056,Both
13128,1,1.0,6816.838364000001,5000,1816.838364000001,Both
12671,1,1.0,6814.588556000003,5000,1814.5885560000033,Both
13126,1,1.0,6814.230513999996,5000,1814.2305139999962,Both
12667,1,1.0,6813.10060000001,5000,1813.1006000000098,Both
12358,1,1.0,6812.98059,5000,1812.9805900000001,Both
13133,1,1.0,6812.701914000008,5000,1812.7019140000084,Both
13619,1,1.0,6812.419499000006,5000,1812.419499000006,Both
13649,1,1.0,6812.067700000006,5000,1812.067700000006,Both
13651,1,1.0,6812.0637000000115,5000,1812.0637000000115,Both
12354,1,1.0,6811.745182000004,5000,1811.7451820000042,Both
11575,1,1.0,6810.901718000012,5000,1810.901718000012,Both
12675,1,1.0,6810.857996000002,5000,1810.8579960000015,Both
13090,1,1.0,6810.250354,5000,1810.2503539999998,Both
12996,1,1.0,6809.9606900000035,5000,1809.9606900000035,Both
14033,1,1.0,6809.429591999995,5000,1809.429591999995,Both
12356,1,1.0,6808.613662000004,5000,1808.6136620000043,Both
14039,1,1.0,6807.929556,5000,1807.929556,Both
12350,1,1.0,6807.436908000009,5000,1807.4369080000088,Both
13964,1,1.0,6806.631260000006,5000,1806.6312600000056,Both
13114,1,1.0,6806.612836000003,5000,1806.612836000003,Both
14045,1,1.0,6804.9259900000025,5000,1804.9259900000025,Both
13001,1,1.0,6804.098818000006,5000,1804.0988180000058,Both
13633,1,1.0,6802.656182000002,5000,1802.6561820000024,Both
12687,1,1.0,6802.456032999999,5000,1802.4560329999986,Both
12683,1,1.0,6802.4493200000015,5000,1802.4493200000015,Both
12698,1,1.0,6800.902944000004,5000,1800.902944000004,Both
13643,1,1.0,6800.464548000005,5000,1800.4645480000054,Both
13089,1,1.0,6799.993374000005,5000,1799.9933740000051,Both
13000,1,1.0,6799.490574000007,5000,1799.4905740000067,Both
12699,1,1.0,6798.677018000004,5000,1798.677018000004,Both
13130,1,1.0,6796.632510000007,5000,1796.6325100000067,Both
11612,1,1.0,6794.678374000011,5000,1794.678374000011,Both
13647,1,1.0,6794.655908,5000,1794.6559079999997,Both
12677,1,1.0,6793.721389999999,5000,1793.7213899999988,Both
12669,1,1.0,6791.239658000002,5000,1791.2396580000022,Both
12694,1,1.0,6785.9211540000015,5000,1785.9211540000015,Both
11610,1,1.0,6785.863458000006,5000,1785.8634580000062,Both
12670,1,1.0,6785.524028000001,5000,1785.5240280000007,Both
12681,1,1.0,6784.895642000001,5000,1784.8956420000013,Both
12349,1,1.0,6784.792760000002,5000,1784.792760000002,Both
11604,1,1.0,6783.937908000011,5000,1783.9379080000108,Both
15687,1,0.97,6993.058996000012,5000,1783.2672261200114,Expected Profit Top 20%
12673,1,1.0,6781.064157999999,5000,1781.0641579999992,Both
16309,1,0.98,6918.073107000004,5000,1779.7116448600036,Expected Profit Top 20%
13115,1,1.0,6776.947979999998,5000,1776.947979999998,Both
13637,1,1.0,6775.956526000002,5000,1775.9565260000018,Both
13971,1,1.0,6773.029170000002,5000,1773.0291700000016,Both
13135,1,1.0,6772.134200000003,5000,1772.1342000000031,Both
13081,1,1.0,6771.904200000003,5000,1771.9042000000027,Both
13006,1,1.0,6769.817826000001,5000,1769.8178260000013,Both
13650,1,1.0,6768.038698,5000,1768.0386980000003,Both
13648,1,1.0,6766.069627999988,5000,1766.0696279999884,Both
13123,1,1.0,6765.668413999989,5000,1765.6684139999888,Both
14146,1,1.0,6763.351959000009,5000,1763.3519590000087,Both
12987,1,1.0,6762.965678,5000,1762.9656779999996,Both
13618,1,1.0,6761.8728380000075,5000,1761.8728380000075,Both
12263,1,0.99,6827.380898999995,5000,1759.1070900099949,Expected Profit Top 20%
13079,1,1.0,6758.2352740000015,5000,1758.2352740000015,Both
11997,1,0.96,7021.554575000009,5000,1740.692392000009,Expected Profit Top 20%
13131,1,1.0,6738.603946000009,5000,1738.6039460000093,Both
13260,1,0.93,7242.983500000007,5000,1735.9746550000064,Expected Profit Top 20%
15440,1,1.0,6735.73737300001,5000,1735.73737300001,Both
15056,1,1.0,6729.708609000002,5000,1729.708609000002,Both
11263,1,1.0,6729.2887240000055,5000,1729.2887240000055,Both
14949,1,0.99,6795.619563999993,5000,1727.663368359993,Expected Profit Top 20%
14846,1,1.0,6725.968709999995,5000,1725.9687099999946,Both
14702,1,1.0,6723.7529099999965,5000,1723.7529099999965,Both
14847,1,1.0,6717.863563999997,5000,1717.8635639999966,Both
14991,1,1.0,6705.711199999994,5000,1705.7111999999943,Both
14928,1,1.0,6704.826999999995,5000,1704.8269999999948,Both
11259,1,0.99,6771.4088180000035,5000,1703.694729820003,Expected Profit Top 20%
12340,1,0.99,6768.02255,5000,1700.3423244999994,Expected Profit Top 20%
13077,1,0.99,6767.025632,5000,1699.3553756800002,Expected Profit Top 20%
14950,1,1.0,6697.726181999996,5000,1697.7261819999958,Both
14030,1,0.97,6903.116368999996,5000,1696.022877929996,Expected Profit Top 20%
15048,1,1.0,6692.264081999995,5000,1692.2640819999951,Both
14843,1,1.0,6692.239181999995,5000,1692.2391819999948,Both
14150,1,1.0,6691.6579,5000,1691.6579000000002,Both
14771,1,1.0,6686.979781999996,5000,1686.9797819999958,Both
14697,1,1.0,6686.573063999996,5000,1686.5730639999956,Both
14778,1,1.0,6685.253500000003,5000,1685.2535000000034,Both
15062,1,1.0,6683.504999999999,5000,1683.5049999999992,Both
14984,1,1.0,6681.924100000007,5000,1681.9241000000065,Both
14833,1,1.0,6680.2299999999905,5000,1680.2299999999905,Both
14770,1,1.0,6679.8821,5000,1679.8820999999998,Both
12214,1,0.98,6811.094645000002,5000,1674.872752100002,Expected Profit Top 20%
15077,1,1.0,6673.797500000011,5000,1673.7975000000106,Both
15047,1,1.0,6672.173900000002,5000,1672.1739000000016,Both
14525,1,1.0,6668.375381999996,5000,1668.3753819999956,Both
15078,1,1.0,6668.0999999999885,5000,1668.0999999999885,Both
14947,1,1.0,6665.4194999999945,5000,1665.4194999999945,Both
11191,1,0.99,6732.347545999997,5000,1665.0240705399974,Expected Profit Top 20%
15058,1,1.0,6664.170599999995,5000,1664.170599999995,Both
14712,1,1.0,6654.876000000001,5000,1654.876000000001,Both
14937,1,1.0,6654.424500000006,5000,1654.4245000000064,Both
14929,1,1.0,6651.2047999999995,5000,1651.2047999999995,Both
15453,1,1.0,6650.691399999989,5000,1650.6913999999888,Both
15051,1,1.0,6650.056881999988,5000,1650.056881999988,Both
14157,1,1.0,6648.236881999988,5000,1648.2368819999883,Both
11047,1,1.0,6646.947091999992,5000,1646.9470919999922,Both
11261,1,1.0,6642.8757639999885,5000,1642.8757639999885,Both
17191,1,0.96,6910.722834000006,5000,1634.2939206400051,Expected Profit Top 20%
13841,1,1.0,6632.622677999989,5000,1632.6226779999888,Both
11603,1,0.98,6767.303842000002,5000,1631.957765160002,Expected Profit Top 20%
11039,1,1.0,6624.183869999997,5000,1624.1838699999971,Both
13771,1,1.0,6622.585087999995,5000,1622.5850879999953,Both
11090,1,0.99,6685.357145999995,5000,1618.5035745399946,Expected Profit Top 20%
14171,1,1.0,6617.8142599999965,5000,1617.8142599999965,Both
15923,1,1.0,6612.100010000011,5000,1612.100010000011,Both
11257,1,0.99,6671.536663999996,5000,1604.8212973599957,Expected Profit Top 20%
11224,1,0.99,6671.273700000002,5000,1604.5609630000017,Expected Profit Top 20%
14160,1,0.99,6667.456614000001,5000,1600.7820478600006,Expected Profit Top 20%
11568,1,0.97,6789.411411999994,5000,1585.7290696399941,Expected Profit Top 20%
11046,1,1.0,6580.301563999999,5000,1580.3015639999994,Both
