CustomerKey,Buy_Label,Purchase_Probability,Predicted_Sales_Amount,Marketing_Cost,Expected_Profit
17214,1,1.0,7210.93580000001,5000,2210.93580000001
16598,1,1.0,7210.922008999994,5000,2210.9220089999944
13794,1,1.0,7203.767325000007,5000,2203.767325000007
16565,1,1.0,7203.635424999998,5000,2203.6354249999977
16206,1,1.0,7202.65929999999,5000,2202.6592999999903
16585,1,1.0,7202.350400000011,5000,2202.350400000011
16827,1,1.0,7201.405024999991,5000,2201.405024999991
13693,1,1.0,7197.661799999994,5000,2197.6617999999944
13606,1,1.0,7197.320999999995,5000,2197.3209999999954
15677,1,1.0,7197.3060749999895,5000,2197.3060749999895
17114,1,0.99,7266.320509000005,5000,2193.657303910005
11413,1,0.99,7262.795303,5000,2190.16734997
17781,1,1.0,7186.9923999999955,5000,2186.9923999999955
18173,1,1.0,7186.598531999993,5000,2186.5985319999927
13690,1,1.0,7186.473699999994,5000,2186.473699999994
16828,1,1.0,7185.179024999996,5000,2185.179024999996
17183,1,1.0,7184.168499999994,5000,2184.1684999999943
16567,1,1.0,7177.6572,5000,2177.6571999999996
16261,1,1.0,7175.028449999994,5000,2175.0284499999943
13765,1,1.0,7171.502800000003,5000,2171.502800000003
15932,1,0.99,7241.012471000011,5000,2168.602346290011
15094,1,1.0,7165.192800000003,5000,2165.1928000000034
13777,1,1.0,7159.631699999991,5000,2159.631699999991
11414,1,1.0,7147.227089000006,5000,2147.2270890000063
15675,1,0.98,7292.115800000002,5000,2146.273484000002
13261,1,0.99,7216.667999999994,5000,2144.501319999994
12005,1,1.0,7142.25483900001,5000,2142.25483900001
18166,1,0.99,7211.793199999996,5000,2139.6752679999963
16829,1,0.99,7209.162099999998,5000,2137.0704789999972
16196,1,0.98,7246.38459999999,5000,2101.45690799999
16263,1,0.98,7242.89769999999,5000,2098.0397459999904
16821,1,0.98,7239.4437880000005,5000,2094.65491224
17198,1,0.97,7298.009199999992,5000,2079.068923999992
11548,1,1.0,7059.12381700001,5000,2059.1238170000097
12037,1,0.99,7121.183700000001,5000,2049.9718630000016
14203,1,1.0,7049.94800900001,5000,2049.9480090000097
18177,1,1.0,7041.340187000008,5000,2041.340187000008
11549,1,1.0,7023.835724000008,5000,2023.8357240000078
16587,1,1.0,7021.328045999998,5000,2021.3280459999978
13625,1,1.0,7019.246501000007,5000,2019.246501000007
11422,1,1.0,7018.967052000008,5000,2018.9670520000082
12007,1,1.0,7016.496724000012,5000,2016.4967240000124
16204,1,0.98,7157.884250000007,5000,2014.7265650000072
13012,1,1.0,7010.2423330000065,5000,2010.2423330000065
11496,1,1.0,7009.583575000004,5000,2009.5835750000042
14424,1,1.0,6996.1030000000055,5000,1996.1030000000055
16588,1,1.0,6995.890825000007,5000,1995.8908250000068
16575,1,1.0,6995.887025000006,5000,1995.8870250000064
17811,1,1.0,6995.833650000008,5000,1995.8336500000078
17192,1,1.0,6994.72703500001,5000,1994.72703500001
15637,1,1.0,6992.564600000007,5000,1992.564600000007
15624,1,1.0,6990.804800000007,5000,1990.8048000000072
11494,1,1.0,6986.097091000011,5000,1986.0970910000106
17225,1,1.0,6982.577014000005,5000,1982.577014000005
17202,1,1.0,6981.420589000002,5000,1981.420589000002
17207,1,1.0,6980.077835000003,5000,1980.0778350000028
18127,1,1.0,6977.775628000004,5000,1977.775628000004
16199,1,0.99,7048.188746000015,5000,1977.7068585400148
18141,1,1.0,6970.120031000004,5000,1970.120031000004
12216,1,1.0,6965.280049000007,5000,1965.2800490000072
16826,1,1.0,6964.177807000004,5000,1964.1778070000037
17182,1,1.0,6963.928133000006,5000,1963.9281330000058
15086,1,1.0,6957.5625380000065,5000,1957.5625380000065
14031,1,1.0,6956.506239000001,5000,1956.5062390000012
17185,1,1.0,6955.727314000002,5000,1955.7273140000016
17203,1,1.0,6954.5021139999935,5000,1954.5021139999935
16203,1,1.0,6952.078735000001,5000,1952.078735000001
11485,1,0.99,7019.603975000008,5000,1949.4079352500084
16205,1,1.0,6948.186900000008,5000,1948.1869000000079
16262,1,1.0,6947.361250000003,5000,1947.3612500000027
18126,1,1.0,6944.182900000009,5000,1944.1829000000089
15929,1,1.0,6943.428700000006,5000,1943.4287000000058
17825,1,0.99,7013.560895999998,5000,1943.4252870399978
19032,1,1.0,6937.902200000008,5000,1937.9022000000077
15933,1,1.0,6934.220899999998,5000,1934.2208999999984
18147,1,1.0,6929.825203000015,5000,1929.8252030000149
18136,1,1.0,6925.109275000007,5000,1925.109275000007
12348,1,1.0,6922.10897,5000,1922.1089700000002
18135,1,1.0,6921.865585000012,5000,1921.8655850000123
18168,1,1.0,6918.813099000012,5000,1918.8130990000118
15702,1,1.0,6918.803470999995,5000,1918.8034709999947
16307,1,1.0,6917.452968000015,5000,1917.452968000015
18160,1,1.0,6917.147828000015,5000,1917.1478280000147
16595,1,1.0,6916.3720389999935,5000,1916.3720389999935
12988,1,1.0,6916.369260999988,5000,1916.369260999988
17093,1,1.0,6916.186623000015,5000,1916.186623000015
16448,1,1.0,6912.467250000002,5000,1912.4672500000024
12702,1,1.0,6907.143643000005,5000,1907.1436430000049
16286,1,1.0,6905.360163000001,5000,1905.3601630000012
13082,1,1.0,6903.360593999999,5000,1903.3605939999989
13626,1,1.0,6902.288565000003,5000,1902.2885650000026
12685,1,1.0,6902.260036000006,5000,1902.260036000006
12680,1,1.0,6898.308548000004,5000,1898.3085480000036
11998,1,0.99,6966.477921000008,5000,1896.8131417900076
13104,1,1.0,6891.588748000006,5000,1891.5887480000056
15059,1,1.0,6890.873806000005,5000,1890.873806000005
13955,1,1.0,6890.606061000008,5000,1890.6060610000077
12703,1,1.0,6890.537762000014,5000,1890.5377620000136
18158,1,1.0,6890.195617000002,5000,1890.1956170000021
12676,1,1.0,6885.416768999994,5000,1885.416768999994
11247,1,0.95,7242.372994,5000,1880.2543442999995
11609,1,1.0,6879.211191000005,5000,1879.2111910000049
12215,1,1.0,6877.720792000003,5000,1877.7207920000028
12684,1,1.0,6876.174837999995,5000,1876.1748379999954
17181,1,0.99,6945.143950000005,5000,1875.6925105000046
13132,1,1.0,6874.437645000003,5000,1874.4376450000027
15627,1,0.99,6943.502100000004,5000,1874.067079000004
12701,1,1.0,6871.244035000007,5000,1871.244035000007
12688,1,1.0,6870.869329000005,5000,1870.8693290000047
11468,1,0.99,6939.956554999993,5000,1870.5569894499931
13629,1,1.0,6870.004715999999,5000,1870.0047159999986
13960,1,1.0,6869.4973719999925,5000,1869.4973719999925
13616,1,1.0,6869.406162000007,5000,1869.4061620000066
13122,1,1.0,6869.276300999998,5000,1869.276300999998
17103,1,0.99,6935.390900000007,5000,1866.0369910000063
14941,1,1.0,6865.092701000003,5000,1865.0927010000032
13644,1,1.0,6863.99755999999,5000,1863.9975599999898
12686,1,1.0,6863.997101999991,5000,1863.9971019999912
12346,1,1.0,6863.38995799999,5000,1863.3899579999897
13965,1,1.0,6862.7097559999975,5000,1862.7097559999975
13076,1,1.0,6862.481047999999,5000,1862.4810479999987
12700,1,1.0,6861.648073000003,5000,1861.648073000003
14032,1,1.0,6860.049946000002,5000,1860.049946000002
16298,1,0.98,6998.403009000005,5000,1858.434948820005
13959,1,1.0,6856.250738000003,5000,1856.2507380000034
12706,1,1.0,6855.6432110000005,5000,1855.6432110000005
13091,1,1.0,6855.226947000004,5000,1855.2269470000037
13139,1,1.0,6855.028674000006,5000,1855.0286740000056
12347,1,1.0,6854.750210999994,5000,1854.7502109999941
12994,1,1.0,6854.3500040000035,5000,1854.3500040000035
12705,1,1.0,6853.9994760000045,5000,1853.9994760000045
11493,1,0.98,6990.806960000008,5000,1850.990820800008
12995,1,1.0,6850.043895999994,5000,1850.0438959999938
12689,1,1.0,6849.85360100001,5000,1849.8536010000098
13620,1,1.0,6848.703453999991,5000,1848.7034539999913
13080,1,1.0,6848.165918999995,5000,1848.1659189999946
17220,1,0.99,6916.81957,5000,1847.6513742999996
13078,1,1.0,6846.914250999997,5000,1846.9142509999974
12353,1,1.0,6846.045361999988,5000,1846.045361999988
13646,1,1.0,6846.034002000006,5000,1846.0340020000058
13075,1,1.0,6843.116438000005,5000,1843.1164380000046
13953,1,1.0,6842.881248999994,5000,1842.8812489999937
13103,1,1.0,6842.085256000007,5000,1842.0852560000067
13970,1,1.0,6841.50569,5000,1841.50569
13622,1,1.0,6840.930174000007,5000,1840.9301740000074
12341,1,1.0,6840.353612000014,5000,1840.3536120000144
12999,1,1.0,6840.102957999988,5000,1840.1029579999877
12668,1,1.0,6840.049743999989,5000,1840.049743999989
17218,1,0.99,6908.987039000001,5000,1839.8971686100003
13160,1,1.0,6839.298957999988,5000,1839.2989579999876
13958,1,1.0,6839.119031999989,5000,1839.1190319999887
13632,1,1.0,6838.949245999988,5000,1838.9492459999883
12222,1,0.99,6907.584007000005,5000,1838.5081669300052
12342,1,1.0,6838.420054000014,5000,1838.4200540000138
13638,1,1.0,6835.369622000011,5000,1835.369622000011
13113,1,1.0,6835.170008000011,5000,1835.170008000011
13051,1,1.0,6834.789286000002,5000,1834.789286000002
12239,1,0.99,6903.22856400001,5000,1834.1962783600102
13636,1,1.0,6832.643599999993,5000,1832.643599999993
14020,1,1.0,6832.623599999993,5000,1832.6235999999926
13966,1,1.0,6830.597142000012,5000,1830.5971420000124
13117,1,1.0,6828.6800129999965,5000,1828.6800129999965
12674,1,1.0,6828.095248999996,5000,1828.0952489999963
12990,1,1.0,6825.099963,5000,1825.0999629999997
13630,1,1.0,6824.513622000001,5000,1824.5136220000013
13119,1,1.0,6823.755361000001,5000,1823.7553610000014
12989,1,1.0,6822.592016000012,5000,1822.5920160000123
12210,1,1.0,6821.877090999997,5000,1821.8770909999967
13645,1,1.0,6821.003311000013,5000,1821.0033110000131
16297,1,0.99,6889.258859000005,5000,1820.3662704100052
14038,1,1.0,6820.023694000004,5000,1820.023694000004
13129,1,1.0,6819.836441999999,5000,1819.836441999999
13631,1,1.0,6819.110554000013,5000,1819.1105540000126
12693,1,1.0,6817.291246000001,5000,1817.2912460000007
13011,1,1.0,6817.149900000006,5000,1817.1499000000058
12355,1,1.0,6817.107100000006,5000,1817.1071000000056
13128,1,1.0,6816.838364000001,5000,1816.838364000001
12671,1,1.0,6814.588556000003,5000,1814.5885560000033
13126,1,1.0,6814.230513999996,5000,1814.2305139999962
12667,1,1.0,6813.10060000001,5000,1813.1006000000098
12358,1,1.0,6812.98059,5000,1812.9805900000001
13133,1,1.0,6812.701914000008,5000,1812.7019140000084
13619,1,1.0,6812.419499000006,5000,1812.419499000006
13649,1,1.0,6812.067700000006,5000,1812.067700000006
13651,1,1.0,6812.0637000000115,5000,1812.0637000000115
12354,1,1.0,6811.745182000004,5000,1811.7451820000042
11575,1,1.0,6810.901718000012,5000,1810.901718000012
12675,1,1.0,6810.857996000002,5000,1810.8579960000015
13090,1,1.0,6810.250354,5000,1810.2503539999998
12996,1,1.0,6809.9606900000035,5000,1809.9606900000035
14033,1,1.0,6809.429591999995,5000,1809.429591999995
12356,1,1.0,6808.613662000004,5000,1808.6136620000043
14039,1,1.0,6807.929556,5000,1807.929556
12350,1,1.0,6807.436908000009,5000,1807.4369080000088
13964,1,1.0,6806.631260000006,5000,1806.6312600000056
13114,1,1.0,6806.612836000003,5000,1806.612836000003
14045,1,1.0,6804.9259900000025,5000,1804.9259900000025
13001,1,1.0,6804.098818000006,5000,1804.0988180000058
13633,1,1.0,6802.656182000002,5000,1802.6561820000024
12687,1,1.0,6802.456032999999,5000,1802.4560329999986
12683,1,1.0,6802.4493200000015,5000,1802.4493200000015
12698,1,1.0,6800.902944000004,5000,1800.902944000004
13643,1,1.0,6800.464548000005,5000,1800.4645480000054
13089,1,1.0,6799.993374000005,5000,1799.9933740000051
13000,1,1.0,6799.490574000007,5000,1799.4905740000067
12699,1,1.0,6798.677018000004,5000,1798.677018000004
13130,1,1.0,6796.632510000007,5000,1796.6325100000067
11612,1,1.0,6794.678374000011,5000,1794.678374000011
13647,1,1.0,6794.655908,5000,1794.6559079999997
12677,1,1.0,6793.721389999999,5000,1793.7213899999988
12669,1,1.0,6791.239658000002,5000,1791.2396580000022
12694,1,1.0,6785.9211540000015,5000,1785.9211540000015
11610,1,1.0,6785.863458000006,5000,1785.8634580000062
12670,1,1.0,6785.524028000001,5000,1785.5240280000007
12681,1,1.0,6784.895642000001,5000,1784.8956420000013
12349,1,1.0,6784.792760000002,5000,1784.792760000002
11604,1,1.0,6783.937908000011,5000,1783.9379080000108
15687,1,0.97,6993.058996000012,5000,1783.2672261200114
12673,1,1.0,6781.064157999999,5000,1781.0641579999992
16309,1,0.98,6918.073107000004,5000,1779.7116448600036
13115,1,1.0,6776.947979999998,5000,1776.947979999998
13637,1,1.0,6775.956526000002,5000,1775.9565260000018
13971,1,1.0,6773.029170000002,5000,1773.0291700000016
13135,1,1.0,6772.134200000003,5000,1772.1342000000031
13081,1,1.0,6771.904200000003,5000,1771.9042000000027
13006,1,1.0,6769.817826000001,5000,1769.8178260000013
13650,1,1.0,6768.038698,5000,1768.0386980000003
13648,1,1.0,6766.069627999988,5000,1766.0696279999884
13123,1,1.0,6765.668413999989,5000,1765.6684139999888
14146,1,1.0,6763.351959000009,5000,1763.3519590000087
12987,1,1.0,6762.965678,5000,1762.9656779999996
13618,1,1.0,6761.8728380000075,5000,1761.8728380000075
12263,1,0.99,6827.380898999995,5000,1759.1070900099949
13079,1,1.0,6758.2352740000015,5000,1758.2352740000015
11997,1,0.96,7021.554575000009,5000,1740.692392000009
13131,1,1.0,6738.603946000009,5000,1738.6039460000093
13260,1,0.93,7242.983500000007,5000,1735.9746550000064
15440,1,1.0,6735.73737300001,5000,1735.73737300001
15056,1,1.0,6729.708609000002,5000,1729.708609000002
11263,1,1.0,6729.2887240000055,5000,1729.2887240000055
14949,1,0.99,6795.619563999993,5000,1727.663368359993
14846,1,1.0,6725.968709999995,5000,1725.9687099999946
14702,1,1.0,6723.7529099999965,5000,1723.7529099999965
14847,1,1.0,6717.863563999997,5000,1717.8635639999966
14991,1,1.0,6705.711199999994,5000,1705.7111999999943
14928,1,1.0,6704.826999999995,5000,1704.8269999999948
11259,1,0.99,6771.4088180000035,5000,1703.694729820003
12340,1,0.99,6768.02255,5000,1700.3423244999994
13077,1,0.99,6767.025632,5000,1699.3553756800002
14950,1,1.0,6697.726181999996,5000,1697.7261819999958
14030,1,0.97,6903.116368999996,5000,1696.022877929996
15048,1,1.0,6692.264081999995,5000,1692.2640819999951
14843,1,1.0,6692.239181999995,5000,1692.2391819999948
14150,1,1.0,6691.6579,5000,1691.6579000000002
14771,1,1.0,6686.979781999996,5000,1686.9797819999958
14697,1,1.0,6686.573063999996,5000,1686.5730639999956
14778,1,1.0,6685.253500000003,5000,1685.2535000000034
15062,1,1.0,6683.504999999999,5000,1683.5049999999992
14984,1,1.0,6681.924100000007,5000,1681.9241000000065
14833,1,1.0,6680.2299999999905,5000,1680.2299999999905
14770,1,1.0,6679.8821,5000,1679.8820999999998
12214,1,0.98,6811.094645000002,5000,1674.872752100002
15077,1,1.0,6673.797500000011,5000,1673.7975000000106
15047,1,1.0,6672.173900000002,5000,1672.1739000000016
14525,1,1.0,6668.375381999996,5000,1668.3753819999956
15078,1,1.0,6668.0999999999885,5000,1668.0999999999885
14947,1,1.0,6665.4194999999945,5000,1665.4194999999945
11191,1,0.99,6732.347545999997,5000,1665.0240705399974
15058,1,1.0,6664.170599999995,5000,1664.170599999995
14712,1,1.0,6654.876000000001,5000,1654.876000000001
14937,1,1.0,6654.424500000006,5000,1654.4245000000064
14929,1,1.0,6651.2047999999995,5000,1651.2047999999995
15453,1,1.0,6650.691399999989,5000,1650.6913999999888
15051,1,1.0,6650.056881999988,5000,1650.056881999988
14157,1,1.0,6648.236881999988,5000,1648.2368819999883
11047,1,1.0,6646.947091999992,5000,1646.9470919999922
11261,1,1.0,6642.8757639999885,5000,1642.8757639999885
17191,1,0.96,6910.722834000006,5000,1634.2939206400051
13841,1,1.0,6632.622677999989,5000,1632.6226779999888
11603,1,0.98,6767.303842000002,5000,1631.957765160002
11039,1,1.0,6624.183869999997,5000,1624.1838699999971
13771,1,1.0,6622.585087999995,5000,1622.5850879999953
11090,1,0.99,6685.357145999995,5000,1618.5035745399946
14171,1,1.0,6617.8142599999965,5000,1617.8142599999965
15923,1,1.0,6612.100010000011,5000,1612.100010000011
11257,1,0.99,6671.536663999996,5000,1604.8212973599957
11224,1,0.99,6671.273700000002,5000,1604.5609630000017
14160,1,0.99,6667.456614000001,5000,1600.7820478600006
11568,1,0.97,6789.411411999994,5000,1585.7290696399941
11046,1,1.0,6580.301563999999,5000,1580.3015639999994
11027,1,1.0,6580.134319999995,5000,1580.1343199999947
11032,1,1.0,6570.059892000007,5000,1570.0598920000066
11025,1,1.0,6566.995982,5000,1566.9959820000004
11026,1,1.0,6566.080900000002,5000,1566.0809000000017
14163,1,1.0,6565.355700000009,5000,1565.3557000000092
11029,1,1.0,6564.185400000004,5000,1564.185400000004
15921,1,1.0,6555.959300000003,5000,1555.9593000000032
11252,1,0.98,6680.321500000012,5000,1546.715070000011
13555,1,1.0,6537.253034999994,5000,1537.2530349999943
11018,1,1.0,6528.371100000011,5000,1528.3711000000112
12398,1,1.0,6523.170981999989,5000,1523.1709819999887
12805,1,1.0,6519.704800000001,5000,1519.7048000000013
12510,1,1.0,6519.063181999991,5000,1519.0631819999908
13782,1,1.0,6518.451499999992,5000,1518.451499999992
11044,1,1.0,6514.847200000005,5000,1514.8472000000047
11048,1,1.0,6506.528445999998,5000,1506.5284459999984
13558,1,1.0,6505.410099999987,5000,1505.4100999999873
12754,1,1.0,6503.489099999999,5000,1503.4890999999989
11031,1,1.0,6498.705799999991,5000,1498.7057999999906
13556,1,1.0,6497.680299999999,5000,1497.680299999999
11033,1,1.0,6497.2219,5000,1497.2218999999996
12607,1,1.0,6488.101200000004,5000,1488.1012000000037
13686,1,1.0,6486.411499999995,5000,1486.4114999999947
13697,1,1.0,6485.303900000003,5000,1485.3039000000026
14164,1,1.0,6483.798700000001,5000,1483.7987000000012
12620,1,1.0,6481.581100000003,5000,1481.581100000003
14162,1,1.0,6473.967699999999,5000,1473.9676999999992
12621,1,1.0,6473.2642,5000,1473.2641999999996
13685,1,0.99,6538.41959999999,5000,1473.0354039999902
13607,1,1.0,6471.640900000008,5000,1471.6409000000076
11034,1,1.0,6471.253827999995,5000,1471.2538279999953
11030,1,1.0,6471.2409279999965,5000,1471.2409279999965
14713,1,1.0,6467.259800000001,5000,1467.2598000000007
11028,1,1.0,6464.532324999998,5000,1464.5323249999983
14774,1,1.0,6464.036599999995,5000,1464.036599999995
13822,1,0.99,6519.176500000001,5000,1453.984735000001
11017,1,1.0,6446.467242000001,5000,1446.4672420000006
12750,1,0.99,6506.585399999991,5000,1441.5195459999904
13770,1,1.0,6435.187099999993,5000,1435.1870999999928
14161,1,0.99,6497.428699999999,5000,1432.4544129999986
11171,1,0.96,6676.767178000005,5000,1409.6964908800046
11175,1,0.96,6674.4271780000045,5000,1407.4500908800037
11035,1,0.99,6458.057725000007,5000,1393.4771477500071
13560,1,0.99,6445.615124999994,5000,1381.1589737499935
11038,1,0.95,6530.390459999999,5000,1203.8709369999988
28259,1,1.0,6128.645399999991,5000,1128.6453999999912
28194,1,1.0,6126.257300000005,5000,1126.2573000000048
12360,1,0.94,6500.094855999999,5000,1110.0891646399987
15614,1,0.99,6171.4999000000025,5000,1109.7849010000027
18276,1,1.0,6106.615499999991,5000,1106.6154999999908
18338,1,0.99,6135.994999999995,5000,1074.6350499999953
18277,1,1.0,6073.725700000005,5000,1073.7257000000054
17502,1,1.0,6070.1493000000055,5000,1070.1493000000055
28243,1,1.0,6060.2275,5000,1060.2275
27663,1,1.0,6046.9493999999995,5000,1046.9493999999995
28031,1,1.0,6046.509399999999,5000,1046.509399999999
28063,1,1.0,6029.610500000006,5000,1029.6105000000061
28244,1,1.0,6028.456500000005,5000,1028.4565000000048
28152,1,1.0,6024.274199999999,5000,1024.274199999999
27651,1,1.0,6021.999199999999,5000,1021.9991999999993
28068,1,1.0,6021.999199999999,5000,1021.9991999999993
28099,1,1.0,6021.9292,5000,1021.9291999999996
17985,1,1.0,6015.329899999995,5000,1015.3298999999952
16310,1,1.0,6011.581599999998,5000,1011.5815999999977
13511,1,1.0,6011.1699999999955,5000,1011.1699999999955
28078,1,1.0,6010.1894999999995,5000,1010.1894999999995
27636,1,1.0,6009.952100000002,5000,1009.9521000000022
28131,1,1.0,6009.838900000002,5000,1009.8389000000016
28061,1,1.0,6008.633599999997,5000,1008.6335999999974
27668,1,1.0,6004.496399999999,5000,1004.4963999999991
16495,1,1.0,6002.5434999999925,5000,1002.5434999999925
28240,1,1.0,5999.136399999989,5000,999.1363999999894
27918,1,1.0,5998.60999999999,5000,998.6099999999897
27616,1,1.0,5998.60999999999,5000,998.6099999999897
27615,1,1.0,5998.60999999999,5000,998.6099999999897
11001,1,0.99,6058.895595999999,5000,998.3066400399994
27646,1,1.0,5997.329999999999,5000,997.329999999999
28268,1,1.0,5997.329999999999,5000,997.329999999999
