CustomerKey,Frequency,Monetary,total_quantity,Recency,avg_order_amount,Future_Frequency,Future_Monetary,Future_Quantity,Buy,favorite_category_Accessories,favorite_category_Bikes,favorite_category_Clothing,main_region_Australia,main_region_Canada,main_region_Central,main_region_France,main_region_Germany,main_region_Northeast,main_region_Northwest,main_region_Southeast,main_region_Southwest,main_region_United Kingdom
11033,1,3374.99,1,890,3374.99,6.0,3120.2999999999997,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11034,1,3399.99,1,896,3399.99,3.0,3091.33,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11035,1,3374.99,1,894,3374.99,4.0,3076.3199999999997,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11036,2,2354.9799999999996,2,190,1177.4899999999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11037,7,2374.2299999999996,7,192,339.1757142857142,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11038,1,3374.99,1,893,3374.99,2.0,3062.3399999999997,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11039,1,3399.99,1,893,3399.99,8.0,3236.5899999999997,8.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11040,3,2350.9599999999996,3,119,783.6533333333332,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11041,3,2380.47,3,198,793.4899999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11042,1,2319.99,1,191,2319.99,2.0,792.34,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11043,2,12.98,2,84,6.49,1.0,35.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11044,1,3374.99,1,882,3374.99,6.0,3140.31,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11045,3,64.97,3,112,21.656666666666666,1.0,49.99,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11046,1,3374.99,1,894,3374.99,5.0,3241.8199999999997,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11047,1,3399.99,1,895,3399.99,3.0,3182.3399999999997,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11048,1,3374.99,1,892,3374.99,7.0,3123.25,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11049,3,74.98,3,144,24.993333333333336,2.0,6.28,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11050,4,4229.96,4,137,1057.49,2.0,777.34,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11052,7,8131.32,7,65,1161.6171428571429,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11053,2,2329.9799999999996,2,195,1164.9899999999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11054,6,8223.02,6,62,1370.5033333333333,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11055,8,8168.009999999999,8,54,1021.0012499999999,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11056,8,8207.5,8,61,1025.9375,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11057,4,8088.04,4,71,2022.01,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11058,6,8248.019999999999,6,57,1374.6699999999998,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11059,7,116.93,7,137,16.704285714285714,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11060,6,8153.0199999999995,6,36,1358.8366666666666,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11061,6,8129.0199999999995,6,47,1354.8366666666666,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11062,3,2351.9599999999996,3,205,783.9866666666666,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11063,5,2372.95,5,200,474.59,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11064,2,2304.9799999999996,2,187,1152.4899999999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11065,3,196.29,3,171,65.42999999999999,2.0,6.28,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11066,3,42.28,3,61,14.093333333333334,2.0,38.980000000000004,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11068,5,53.45,5,11,10.690000000000001,4.0,59.910000000000004,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11069,3,8104.049999999999,3,57,2701.35,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11070,10,8165.55,10,35,816.5550000000001,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11071,4,42.26,4,135,10.565,3.0,67.97,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11072,7,8194.0,7,46,1170.5714285714287,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11073,7,168.93,7,51,24.132857142857144,3.0,22.97,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11074,7,94.19,7,65,13.455714285714285,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11075,5,8068.03,5,37,1613.606,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11076,4,8159.039999999999,4,40,2039.7599999999998,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11077,5,8169.03,5,49,1633.806,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11078,24,648.83,24,12,27.034583333333334,7.0,264.44,7.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11079,1,9.99,1,138,9.99,4.0,47.96,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11080,7,8204.019999999999,7,38,1172.002857142857,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11081,5,104.26,5,109,20.852,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11082,2,2329.99,2,190,1164.995,4.0,780.82,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11083,4,2394.97,4,206,598.7425,1.0,742.35,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11084,2,2322.2799999999997,2,208,1161.1399999999999,3.0,756.33,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11086,2,53.980000000000004,2,29,26.990000000000002,4.0,99.47,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11087,2,162.99,2,156,81.495,2.0,37.29,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11088,3,2366.4599999999996,3,199,788.8199999999998,4.0,810.32,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11089,3,2351.9599999999996,3,214,783.9866666666666,4.0,836.32,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11090,4,5952.74,4,185,1488.185,2.0,751.34,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11091,32,570.86,32,9,17.839375,27.0,618.47,27.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11092,5,8110.0199999999995,5,40,1622.004,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11093,7,8180.0,7,53,1168.5714285714287,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11094,2,29.979999999999997,2,115,14.989999999999998,6.0,205.91,6.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11095,7,8158.009999999999,7,36,1165.4299999999998,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11096,4,8063.039999999999,4,1,2015.7599999999998,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11097,5,8099.03,5,7,1619.806,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11098,2,29.979999999999997,2,170,14.989999999999998,2.0,58.980000000000004,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11099,9,8215.99,9,30,912.8877777777777,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11100,4,5774.459999999999,4,130,1443.6149999999998,3.0,2398.05,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11101,7,8262.52,7,32,1180.3600000000001,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11102,1,7.95,1,15,7.95,4.0,94.96000000000001,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11103,8,8182.5,8,55,1022.8125,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11104,6,8173.03,6,46,1362.1716666666666,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11105,5,8095.99,5,56,1619.1979999999999,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11106,3,8079.049999999999,3,46,2693.0166666666664,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11107,6,8171.009999999999,6,40,1361.8349999999998,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11108,5,8124.04,5,38,1624.808,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11109,8,8245.01,8,37,1030.62625,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11110,2,5694.98,2,140,2847.49,3.0,2398.05,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11111,5,5718.95,5,141,1143.79,3.0,2418.05,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11112,4,5875.959999999999,4,115,1468.9899999999998,2.0,2419.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11113,7,109.88000000000001,7,101,15.69714285714286,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11114,4,57.92,4,7,14.48,3.0,64.97,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11115,2,27.279999999999998,2,171,13.639999999999999,4.0,86.43,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11116,6,140.75,6,19,23.458333333333332,1.0,7.95,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11117,8,8184.99,8,36,1023.12375,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11118,4,77.92,4,21,19.48,4.0,45.88,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11119,3,35.23,3,178,11.743333333333332,1.0,49.99,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11120,6,5769.45,6,95,961.5749999999999,4.0,2473.04,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11121,1,7.95,1,37,7.95,5.0,50.21,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11122,2,17.94,2,29,8.97,1.0,24.99,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11123,3,37.93,3,105,12.643333333333333,5.0,111.91,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11124,6,8129.0199999999995,6,43,1354.8366666666666,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11125,7,79.69,7,28,11.384285714285713,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11126,4,4193.75,4,99,1048.4375,4.0,778.62,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11127,1,3.99,1,112,3.99,2.0,39.99,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11128,2,53.980000000000004,2,42,26.990000000000002,5.0,89.96000000000001,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11129,2,5873.26,2,203,2936.63,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11132,6,2371.9399999999996,6,113,395.32333333333327,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11134,2,4169.48,2,38,2084.74,1.0,742.35,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
11135,3,2334.97,3,104,778.3233333333333,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11136,3,2380.47,3,209,793.4899999999999,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11140,2,39.99,2,134,19.995,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11141,2,38.980000000000004,2,76,19.490000000000002,3.0,74.98,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11142,15,333.65,15,15,22.243333333333332,21.0,647.12,21.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11143,3,42.28,3,46,14.093333333333334,2.0,6.28,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11144,3,2399.97,3,187,799.9899999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11145,3,2309.97,3,187,769.9899999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11146,5,53.95,5,176,10.790000000000001,2.0,58.980000000000004,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11147,4,5751.95,4,93,1437.9875,3.0,2443.55,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11148,1,53.99,1,146,53.99,5.0,72.25,5.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11149,2,7.28,2,57,3.64,2.0,33.98,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11150,8,192.42000000000002,8,16,24.052500000000002,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11151,4,5694.25,4,107,1423.5625,2.0,2393.06,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11152,1,2294.99,1,203,2294.99,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11153,5,109.77,5,124,21.954,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11154,1,2319.99,1,202,2319.99,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11155,1,2319.99,1,206,2319.99,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11156,4,2389.97,4,204,597.4925,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11157,2,6.28,2,7,3.14,1.0,35.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11158,3,2395.9599999999996,3,193,798.6533333333332,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11160,2,2322.2799999999997,2,160,1161.1399999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11161,4,54.97,4,60,13.7425,2.0,38.980000000000004,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11162,2,2329.9799999999996,2,163,1164.9899999999998,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11163,1,3.99,1,91,3.99,3.0,42.28,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11164,2,6.28,2,95,3.14,4.0,138.48000000000002,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11165,3,102.49000000000001,3,56,34.163333333333334,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11167,2,2329.99,2,205,1164.995,2.0,796.34,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11168,5,2359.25,5,197,471.85,2.0,777.34,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11169,2,38.980000000000004,2,66,19.490000000000002,3.0,42.28,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11171,5,5960.219999999999,5,196,1192.0439999999999,3.0,756.33,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11172,2,38.980000000000004,2,89,19.490000000000002,5.0,89.96000000000001,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11173,1,35.0,1,151,35.0,2.0,67.49,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11174,5,48.56,5,6,9.712,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11175,3,5920.24,3,190,1973.4133333333332,5.0,790.3100000000001,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11176,33,700.27,33,3,21.22030303030303,27.0,619.74,27.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11177,2,6.28,2,124,3.14,4.0,128.97,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11178,6,144.76,6,66,24.126666666666665,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11179,3,61.97,3,141,20.656666666666666,3.0,63.47,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11180,2,38.980000000000004,2,136,19.490000000000002,4.0,99.47,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11181,3,41.28,3,20,13.76,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11183,4,46.27,4,48,11.5675,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11185,25,452.87,25,1,18.1148,43.0,1163.44,43.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11187,2,67.49,2,119,33.745,2.0,39.99,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11189,6,5944.219999999999,6,176,990.7033333333333,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11191,4,5938.25,4,202,1484.5625,3.0,805.33,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11192,2,38.980000000000004,2,38,19.490000000000002,3.0,74.98,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11193,1,35.0,1,156,35.0,2.0,6.28,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11194,3,42.28,3,140,14.093333333333334,3.0,63.47,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11195,2,6.28,2,108,3.14,4.0,99.47,4.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11196,1,2.29,1,150,2.29,3.0,159.99,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11197,6,207.56,6,11,34.593333333333334,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11198,4,98.47,4,168,24.6175,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11199,2,6.28,2,135,3.14,4.0,125.47,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11200,31,782.29,31,3,25.23516129032258,24.0,681.09,24.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11201,3,91.97,3,30,30.656666666666666,3.0,88.97,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11203,16,539.76,16,15,33.735,16.0,262.01,16.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11205,1,35.0,1,4,35.0,1.0,2.29,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11206,4,77.27000000000001,4,62,19.317500000000003,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11207,3,74.98,3,181,24.993333333333336,1.0,2.29,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11208,6,131.94,6,149,21.99,1.0,2.29,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11209,1,2.29,1,128,2.29,1.0,35.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11210,3,42.28,3,86,14.093333333333334,2.0,28.479999999999997,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11211,13,409.39000000000004,13,17,31.491538461538465,20.0,384.15999999999997,20.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11212,13,307.78,13,89,23.675384615384612,20.0,519.41,20.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11213,1,2.29,1,125,2.29,3.0,74.98,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11215,24,874.28,24,12,36.428333333333335,8.0,281.24,8.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11216,5,5948.24,5,176,1189.648,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11217,3,5953.25,3,167,1984.4166666666667,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11218,1,2.29,1,153,2.29,2.0,37.29,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11220,2,39.99,2,139,19.995,2.0,10.24,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11221,1,3.99,1,115,3.99,3.0,42.28,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11223,34,825.79,34,4,24.287941176470586,22.0,379.59,22.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11224,3,5908.25,3,185,1969.4166666666667,2.0,777.34,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
11225,1,2.29,1,39,2.29,4.0,70.96000000000001,4.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11226,2,37.29,2,122,18.645,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11227,5,5910.219999999999,5,171,1182.0439999999999,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11229,3,42.28,3,4,14.093333333333334,2.0,38.980000000000004,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11230,2,11.940000000000001,2,15,5.970000000000001,3.0,42.28,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11231,3,61.97,3,171,20.656666666666666,1.0,2.29,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11233,7,179.43,7,53,25.632857142857144,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11234,2,38.980000000000004,2,173,19.490000000000002,2.0,37.29,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11235,3,74.98,3,27,24.993333333333336,3.0,63.47,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11237,2,5694.98,2,194,2847.49,4.0,4871.4,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
11238,9,7542.7699999999995,9,92,838.0855555555555,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11239,11,7511.549999999999,11,64,682.8681818181817,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11240,13,7586.23,13,79,583.5561538461538,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11241,16,6452.8081999999995,16,32,403.30051249999997,9.0,5016.38,9.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
11242,5,5484.0581999999995,5,55,1096.81164,7.0,5583.950000000001,7.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
11243,12,7164.25,12,52,597.0208333333334,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11244,12,7175.75,12,12,597.9791666666666,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
