CustomerKey,Buy_Label,Purchase_Probability,Predicted_Sales_Amount,Marketing_Cost,Expected_Profit
14031,1,0.9741828397276059,3161.43085057265,5000,-1920.1883163866755
14038,1,0.9741828397276059,3154.753066468452,5000,-1926.6936990683912
14045,1,0.9741828397276059,3154.753066468452,5000,-1926.6936990683912
16822,1,0.9636007008825747,3179.639334617555,5000,-1936.0973086087206
16945,1,0.9636007008825747,3177.2042066819995,5000,-1938.4437995941607
17182,1,0.9625598686475751,3180.1909059795266,5000,-1938.8758592661338
16823,1,0.9636007008825747,3175.2638420284075,5000,-1940.31353633433
14055,1,0.9741828397276059,3138.0026472264626,5000,-1943.0116700521799
16589,1,0.9636007008825747,3172.0956076079256,5000,-1943.3664492424664
16938,1,0.9625598686475751,3172.161985883201,5000,-1946.604175539435
14235,1,0.9766010856359384,3125.00476166131,5000,-1948.1169571440878
16829,1,0.9636007008825747,3159.3298757560488,5000,-1955.667517402214
16946,1,0.9625598686475751,3158.732525756151,5000,-1959.530834915336
13971,1,0.9741828397276059,3120.700377485686,5000,-1959.8672443219825
13957,1,0.9743387138571821,3117.4352817507943,5000,-1962.562117045929
14325,1,0.9764452115063621,3109.367686518011,5000,-1963.8728116868729
14667,1,0.9764452115063621,3109.367686518011,5000,-1963.8728116868729
17097,1,0.9625598686475751,3141.8750404512384,5000,-1975.7571737561611
17225,1,0.9625598686475751,3141.8750404512384,5000,-1975.7571737561611
17214,1,0.9636007008825747,3130.7761976517827,5000,-1983.1818616362602
13529,1,0.9743387138571821,3083.654756561965,5000,-1995.475790511833
14671,1,0.9766010856359384,3062.728948632158,5000,-2008.9355837572184
13960,1,0.9745758348889992,3061.1313637112976,5000,-2016.6953455061612
17203,1,0.9625598686475751,3057.4538290641126,5000,-2057.017643900022
16297,1,0.9529378518426443,3080.481536989155,5000,-2064.4925415006273
13966,1,0.9744199607594232,3009.3235808570053,5000,-2067.6550344289103
13528,1,0.9745758348889992,3000.430817287215,5000,-2075.85263121563
13964,1,0.9745758348889992,2999.6629955337,5000,-2076.600931742108
16298,1,0.9529378518426443,3058.8035639679706,5000,-2085.1503025437373
13111,1,0.979738201942272,2962.945843701775,5000,-2097.0887666392946
16451,1,0.9529378518426443,3043.680014787552,5000,-2099.562105011962
13959,1,0.9793408379515167,2956.758387056546,5000,-2104.3257635998675
17218,1,0.9625598686475751,3001.3593657776755,5000,-2111.011923112871
16475,1,0.9529378518426443,3028.9946614536902,5000,-2113.5563340714825
13967,1,0.977037777680077,2953.196757443953,5000,-2114.6152030549506
13970,1,0.9744199607594232,2956.8623108390148,5000,-2118.77434310123
16309,1,0.9526778847701388,3016.9808797131304,5000,-2125.7890371229423
14672,1,0.9766010856359384,2935.350565661792,5000,-2133.3334508526277
17207,1,0.9625598686475751,2974.0070868212492,5000,-2137.3401291523805
13156,1,0.9806367334976528,2896.905720283664,5000,-2159.187837210363
13108,1,0.9806367334976528,2896.905720283664,5000,-2159.187837210363
16307,1,0.9526778847701388,2980.318221726074,5000,-2160.716740584102
13106,1,0.9806367334976528,2884.574258198783,5000,-2171.280521908531
13109,1,0.9807086358403171,2881.984809528033,5000,-2173.6126089352465
13118,1,0.9807086358403171,2880.4401240019797,5000,-2175.1274953703046
16305,1,0.942968252356087,2990.5417540638027,5000,-2180.0140685725487
16448,1,0.9529378518426443,2956.164160315754,5000,-2182.959275374491
13105,1,0.9807086358403171,2867.2345026546695,5000,-2188.078362267249
13112,1,0.9807086358403171,2867.2345026546695,5000,-2188.078362267249
13134,1,0.9807086358403171,2866.7521721188245,5000,-2188.551387989082
13518,1,0.9807086358403171,2866.7521721188245,5000,-2188.551387989082
13107,1,0.9807086358403171,2828.7750449867713,5000,-2225.795884531892
13110,1,0.9807086358403171,2828.7750449867713,5000,-2225.795884531892
17185,1,0.9625598686475751,2855.7449481153603,5000,-2251.1745178511023
17192,1,0.9625598686475751,2855.7449481153603,5000,-2251.1745178511023
16538,1,0.9519004613050128,2870.371564050918,5000,-2267.69198406314
16540,1,0.9474573822318137,2862.3719334310463,5000,-2288.0245809776056
16466,1,0.9530186560302267,2840.954024299461,5000,-2292.5178139184636
16534,1,0.9529378518426443,2836.7119398596446,5000,-2296.7898177337697
18047,1,0.9725631431777426,2769.7638218174457,5000,-2306.229791593228
18125,1,0.9725631431777426,2769.7638218174457,5000,-2306.229791593228
16567,1,0.9418255431763464,2859.733371939547,5000,-2306.630063633512
13702,1,0.9227282330817485,2916.5277650508683,5000,-2308.8374886207516
13705,1,0.9162293714973673,2933.887700256523,5000,-2311.8859163501093
18130,1,0.9721324788242426,2763.7152171022267,5000,-2313.3026752341325
13714,1,0.9162293714973673,2928.663411243212,5000,-2316.672563389296
17220,1,0.9497888178123518,2822.507062191283,5000,-2319.2143541343276
18134,1,0.9720139510479788,2755.718606263151,5000,-2321.4030695497254
13700,1,0.9227282330817485,2901.4474809588532,5000,-2322.7524925153475
18139,1,0.9723751023490388,2750.1258665654386,5000,-2325.8460790256927
18140,1,0.9722825831372776,2749.4545313793346,5000,-2326.7532460120074
18133,1,0.9720139510479788,2746.3560047933074,5000,-2330.5036487965153
16552,1,0.9419308618184555,2833.9066163574107,5000,-2330.655898541441
17093,1,0.9468406377699328,2808.8684274703596,5000,-2340.4492267221367
13730,1,0.9151663962442448,2901.766019160822,5000,-2344.4012495005823
19930,1,0.9731351314108477,2725.030876575751,5000,-2348.176719824839
19924,1,0.9727044670573476,2720.0316628012974,5000,-2354.213051055753
19931,1,0.9727044670573476,2720.0316628012974,5000,-2354.213051055753
13712,1,0.9156527478596358,2883.8592071238572,5000,-2359.3863925567293
19910,1,0.9725859392810838,2713.396469148277,5000,-2360.9887464114468
18157,1,0.9719982005304784,2714.9670196555603,5000,-2361.0569423951997
13713,1,0.9162293714973673,2879.0905230732624,5000,-2362.0926995605582
13733,1,0.9151663962442448,2882.179993846283,5000,-2362.3257217044375
19904,1,0.9711018677167217,2712.756940339863,5000,-2365.6366685744597
17103,1,0.9468406377699328,2781.291378059276,5000,-2366.5602977743397
13718,1,0.9154830528094707,2875.854278908026,5000,-2367.204145310101
20548,1,0.9725701887635836,2705.4447693315597,5000,-2368.7650700017552
19901,1,0.9711018677167217,2708.416640960654,5000,-2369.8515414080593
16565,1,0.9374334026191885,2805.340096226776,5000,-2370.180488090092
20051,1,0.9727591531004013,2702.9464975072733,5000,-2370.684054209129
16572,1,0.9374334026191885,2803.213419428075,5000,-2372.174105957769
16588,1,0.9622999015750696,2728.619658972793,5000,-2374.2495707346816
13735,1,0.9151663962442448,2864.361161403968,5000,-2378.6329183759512
19944,1,0.9728545713703828,2689.219718616032,5000,-2383.780303325019
16549,1,0.9379306432498008,2789.1453132697266,5000,-2383.9751422077584
17202,1,0.9609821053982607,2717.1837170526414,5000,-2388.835070832881
20560,1,0.9725701887635836,2682.4220294047295,5000,-2391.1563005182475
20555,1,0.9725701887635836,2682.4220294047295,5000,-2391.1563005182475
20584,1,0.9725701887635836,2680.875132162462,5000,-2392.6607666611576
17114,1,0.937125949035177,2767.6928457780473,5000,-2406.3232152623777
13734,1,0.9227282330817485,2810.1368260687655,5000,-2407.0074117636154
17221,1,0.940074129077596,2738.9654695765653,5000,-2425.1694216142014
16940,1,0.937125949035177,2734.8973590227215,5000,-2437.056716912033
20060,1,0.965318102325906,2642.833410382547,5000,-2448.8250675260174
20049,1,0.9652444373084046,2638.149560447116,5000,-2453.5408119908084
20149,1,0.965318102325906,2636.0324964805727,5000,-2455.390112827953
19942,1,0.9650758447222278,2635.754772158201,5000,-2456.296736778781
19941,1,0.9650758447222278,2633.2121850474623,5000,-2458.750526182457
13736,1,0.9225252095061081,2722.6388410092495,5000,-2488.297032788475
13724,1,0.9225252095061081,2721.537437086352,5000,-2489.313105673197
17934,1,0.9445331073511802,2634.231470206675,5000,-2511.8811639634214
20165,1,0.965318102325906,2570.118366773152,5000,-2519.018215433584
18164,1,0.9719645209691358,2551.960973194913,5000,-2519.584475156677
17945,1,0.9434170608577273,2621.7092472441714,5000,-2526.6347675413795
18136,1,0.954129858665757,2588.8186213890526,5000,-2529.9308546627835
18168,1,0.9527446163048334,2589.622070888971,5000,-2532.7515136963593
18160,1,0.9527446163048334,2588.8186213890526,5000,-2533.516995881879
20556,1,0.9725701887635836,2535.0027370449307,5000,-2534.5319095160107
18126,1,0.9526563082987686,2581.666558958762,5000,-2540.5590666839607
18633,1,0.9524374470513226,2581.666558958762,5000,-2541.124093447544
19476,1,0.9730082524103544,2520.6703236282906,5000,-2547.3669735037947
13783,1,0.9228271118496267,2657.001945615628,5000,-2548.046568348691
13772,1,0.9228271118496267,2657.001945615628,5000,-2548.046568348691
13847,1,0.9228271118496267,2657.001945615628,5000,-2548.046568348691
13784,1,0.9228271118496267,2657.001945615628,5000,-2548.046568348691
13845,1,0.9228271118496267,2656.4619565503717,5000,-2548.544884898212
13777,1,0.9228271118496267,2656.4619565503717,5000,-2548.544884898212
13765,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13792,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13821,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13678,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13689,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13679,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13691,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13690,1,0.9234384043264121,2654.59721727737,5000,-2548.6429815480515
13693,1,0.9231844597742681,2653.0339905185806,5000,-2550.7602487003332
13680,1,0.9231107947567667,2652.8254322963585,5000,-2551.1482068419455
13687,1,0.9231107947567667,2652.8254322963585,5000,-2551.1482068419455
17963,1,0.942053606792754,2599.174359921639,5000,-2551.4384195525727
13661,1,0.9231107947567667,2652.3180956801966,5000,-2551.6165347488995
18625,1,0.9544309535033858,2561.5607529252597,5000,-2555.1671281286935
13820,1,0.9228271118496267,2648.8017462914177,5000,-2555.6139346076434
13563,1,0.922872655698964,2647.3807202805433,5000,-2556.8047240284586
17989,1,0.9412338742641666,2591.275850255202,5000,-2561.0033921771237
13846,1,0.9228271118496267,2640.3260657013266,5000,-2563.435522447557
13794,1,0.9228271118496267,2640.3260657013266,5000,-2563.435522447557
13726,1,0.9225252095061081,2641.1472711184565,5000,-2563.4750603749603
18045,1,0.9412338742641666,2588.6459246845043,5000,-2563.478767211058
17947,1,0.9412338742641666,2588.6459246845043,5000,-2563.478767211058
18620,1,0.9526563082987686,2556.705413301724,5000,-2564.338459556502
18027,1,0.9412338742641666,2586.671386716282,5000,-2565.3372692327694
20164,1,0.9637716359263307,2520.3422495097852,5000,-2570.9656270957057
17952,1,0.9369827144135416,2589.513818407579,5000,-2573.6703134170916
19037,1,0.9545592356864684,2537.263747441853,5000,-2578.03145650692
19070,1,0.9545592356864684,2537.263747441853,5000,-2578.03145650692
19048,1,0.9545592356864684,2536.0253690521113,5000,-2579.2135620361228
18147,1,0.9526563082987686,2538.9460268254943,5000,-2581.257051114598
19032,1,0.9532355453756695,2535.97082108412,5000,-2582.6224713070947
17980,1,0.9327687707120947,2590.0782262369553,5000,-2584.0559168647924
13716,1,0.9231945530923081,2615.337563898827,5000,-2585.5346065108965
20558,1,0.9649013755299173,2500.9828044254377,5000,-2586.798251833225
20167,1,0.9635496923588293,2502.6655290154163,5000,-2588.557399440149
20561,1,0.965314366261163,2495.1637907567338,5000,-2591.3825466078624
17940,1,0.9464795832972266,2542.791893165963,5000,-2593.2993885447136
20562,1,0.9645036168816349,2495.1637907567338,5000,-2593.4054991030393
19049,1,0.9480136753139788,2537.263747441853,5000,-2594.63926954673
19036,1,0.9480136753139788,2537.263747441853,5000,-2594.63926954673
19031,1,0.9480136753139788,2537.263747441853,5000,-2594.63926954673
19073,1,0.9480136753139788,2537.263747441853,5000,-2594.63926954673
17929,1,0.9463777854233226,2541.233324739462,5000,-2595.0332338891203
20170,1,0.9635496923588293,2494.6959186036215,5000,-2596.2365151006534
20564,1,0.9697695373297872,2476.720977469519,5000,-2598.1514435844065
20552,1,0.9635496923588293,2492.224337231126,5000,-2598.6180065717613
20172,1,0.9635496923588293,2491.6808218544334,5000,-2599.1417106457657
20549,1,0.9725701887635836,2466.273497044677,5000,-2601.3759194366353
16425,1,0.9185019322451713,2608.74645949304,5000,-2603.861336217893
17998,1,0.9244011290920203,2588.3161943893324,5000,-2607.35758745934
16426,1,0.9185019322451713,2604.4440089838185,5000,-2607.8131453240026
18167,1,0.9711244410746296,2461.7634815886877,5000,-2609.3213148842515
19058,1,0.9384034027295924,2534.2304049781615,5000,-2621.8695646677
13721,1,0.9140220677648163,2599.9348878405985,5000,-2623.6021377620505
16513,1,0.9185019322451713,2586.9713581380875,5000,-2623.8618088872518
16560,1,0.9194331434573649,2583.212126958194,5000,-2624.9091538936423
16548,1,0.9194331434573649,2583.212126958194,5000,-2624.9091538936423
16547,1,0.9173747542038442,2588.9958415672,5000,-2624.9205762075153
16476,1,0.9190811693220722,2582.701583144661,5000,-2626.287608953438
16596,1,0.9194331434573649,2581.480489900028,5000,-2626.501278397359
16533,1,0.9194331434573649,2580.369695266897,5000,-2627.522579798634
14158,1,0.9228271118496267,2570.7363820013143,5000,-2627.6547692709682
14159,1,0.9228271118496267,2570.7363820013143,5000,-2627.6547692709682
16559,1,0.9171275540998242,2583.212126958194,5000,-2630.8649802818272
16566,1,0.9171275540998242,2583.212126958194,5000,-2630.8649802818272
13725,1,0.9225252095061081,2564.4833612568873,5000,-2634.199449881562
16532,1,0.9125210001801988,2591.8382732584973,5000,-2634.893146580837
16551,1,0.9125210001801988,2591.8382732584973,5000,-2634.893146580837
18028,1,0.9544309535033858,2473.785265928,5000,-2638.942769877712
18166,1,0.955940343038445,2454.6364037781154,5000,-2653.514034137693
18176,1,0.9711244410746296,2415.56851717641,5000,-2654.1823738795874
19453,1,0.9734652369282996,2398.9890109081834,5000,-2664.6675941078784
21567,1,0.9843842228530048,2362.098596681674,5000,-2674.7874086033376
21950,1,0.9843842228530048,2361.886054111709,5000,-2674.996632155895
21957,1,0.9843842228530048,2361.8785389656246,5000,-2675.0040299471334
21892,1,0.9843842228530048,2361.8785389656246,5000,-2675.0040299471334
21955,1,0.9843842228530048,2361.4159784326966,5000,-2675.459367237862
21951,1,0.9838598467127472,2361.8785389656246,5000,-2676.2425426991535
21891,1,0.9843842228530048,2358.588034681432,5000,-2678.2431504497226
19029,1,0.9711244410746296,2390.591313927197,5000,-2678.4383464245866
15083,1,0.9513519477213256,2440.276179616523,5000,-2678.4385035438654
20590,1,0.9725365092022408,2386.797630418253,5000,-2678.7521643408522
14165,1,0.9113047189397431,2546.439194379542,5000,-2679.4179456688057
21888,1,0.9838598467127472,2356.9749510047773,5000,-2681.066985998655
21948,1,0.9838598467127472,2353.9536986099024,5000,-2684.039474916757
21945,1,0.9838598467127472,2353.9536986099024,5000,-2684.039474916757
21875,1,0.9838598467127472,2353.9536986099024,5000,-2684.039474916757
21889,1,0.986037781022157,2347.514177639574,5000,-2685.262329362221
21946,1,0.986037781022157,2347.514177639574,5000,-2685.262329362221
21886,1,0.986037781022157,2347.4409439079927,5000,-2685.334540588405
21956,1,0.986037781022157,2347.301635069609,5000,-2685.4719043662817
21571,1,0.986037781022157,2347.301635069609,5000,-2685.4719043662817
21878,1,0.986037781022157,2347.301635069609,5000,-2685.4719043662817
21570,1,0.986037781022157,2346.8315593905963,5000,-2685.9354167457277
21885,1,0.986037781022157,2346.8315593905963,5000,-2685.9354167457277
21944,1,0.986037781022157,2346.8315593905963,5000,-2685.9354167457277
21959,1,0.986037781022157,2346.8315593905963,5000,-2685.9354167457277
21572,1,0.9855134048818994,2347.2941199235247,5000,-2686.7101796149054
21874,1,0.986037781022157,2344.003615639332,5000,-2688.72387612708
21877,1,0.986037781022157,2344.003615639332,5000,-2688.72387612708
21895,1,0.9855134048818994,2344.7855236741466,5000,-2689.182434846104
21569,1,0.9843842228530048,2345.931974680429,5000,-2690.701576238191
21899,1,0.9855134048818994,2341.764271279272,5000,-2692.1599195807844
21568,1,0.9855134048818994,2341.764271279272,5000,-2692.1599195807844
21893,1,0.9855134048818994,2341.193976856223,5000,-2692.721952379429
21557,1,0.9838598467127472,2344.7447338137636,5000,-2693.0998056094695
21229,1,0.9838598467127472,2344.7447338137636,5000,-2693.0998056094695
21876,1,0.986037781022157,2338.5728682769604,5000,-2694.078798205565
21562,1,0.986037781022157,2338.5728682769604,5000,-2694.078798205565
14155,1,0.9113047189397431,2528.8518730084984,5000,-2695.4453546277477
21873,1,0.986037781022157,2335.9188045496844,5000,-2696.6958053138997
21947,1,0.986037781022157,2335.9188045496844,5000,-2696.6958053138997
21943,1,0.986037781022157,2335.9188045496844,5000,-2696.6958053138997
21958,1,0.986037781022157,2332.7747121213665,5000,-2699.7959992352467
21949,1,0.986037781022157,2332.7747121213665,5000,-2699.7959992352467
21553,1,0.9855134048818994,2333.047319603643,5000,-2700.750592306825
20626,1,0.9771361470700748,2352.958430145935,5000,-2700.8392653511496
21894,1,0.986037781022157,2331.607608223781,5000,-2700.946807772644
20623,1,0.9771361470700748,2352.4295157240103,5000,-2701.3560867515184
20621,1,0.9771361470700748,2352.143642909633,5000,-2701.6354234119112
20628,1,0.9771361470700748,2351.7659876128987,5000,-2702.004444053483
20627,1,0.9769950393039416,2350.6507475913368,5000,-2703.425880467162
20624,1,0.9767083721750134,2350.5620797341935,5000,-2704.186337406502
20625,1,0.9767591976611331,2349.6687621253645,5000,-2704.9394251370013
20617,1,0.9767591976611331,2349.6687621253645,5000,-2704.9394251370013
20620,1,0.9767591976611331,2349.6687621253645,5000,-2704.9394251370013
20622,1,0.9767591976611331,2348.8033103188063,5000,-2705.7847631491895
21558,1,0.9835210209950935,2330.7735453320133,5000,-2707.6352229867043
20629,1,0.9771361470700748,2345.2965278907304,5000,-2708.3259870000275
21166,1,0.9834302418457408,2329.8652794946624,5000,-2708.7400247185697
17942,1,0.9468313412842897,2419.411702656533,5000,-2709.2251724548078
14975,1,0.9108599403757222,2513.437186519704,5000,-2710.6107541485394
14861,1,0.9098825417285116,2514.830241517179,5000,-2711.7998678326226
15046,1,0.9098825417285116,2513.9617212141484,5000,-2712.590119293487
15081,1,0.9102164412719244,2512.8476783056603,5000,-2712.7647287942045
21559,1,0.9833864462110737,2324.3681398955896,5000,-2714.247875221832
15078,1,0.9102164412719244,2510.038949024525,5000,-2715.3212803649753
15088,1,0.9513519477213256,2400.4532913239277,5000,-2716.324085884915
21897,1,0.9843842228530048,2318.4021027628683,5000,-2717.801547811002
20427,1,0.9771361470700748,2335.4195896006822,5000,-2717.977100425614
15056,1,0.9091084864095048,2510.038949024525,5000,-2718.1022902234095
15051,1,0.9090252592616717,2510.038949024525,5000,-2718.3111936060873
15059,1,0.9090252592616717,2510.038949024525,5000,-2718.3111936060873
15062,1,0.9090252592616717,2510.038949024525,5000,-2718.3111936060873
15077,1,0.9090252592616717,2510.038949024525,5000,-2718.3111936060873
21191,1,0.9835210209950935,2316.767768576317,5000,-2721.4101988412963
21199,1,0.9835210209950935,2316.767768576317,5000,-2721.4101988412963
21216,1,0.9835210209950935,2316.5850480594295,5000,-2721.589908310622
21882,1,0.9843842228530048,2314.4710384437476,5000,-2721.6712255057646
15058,1,0.9076403962418017,2510.038949024525,5000,-2721.7872537250246
18177,1,0.9554145075785603,2384.0138422024847,5000,-2722.2785888916414
18141,1,0.9554145075785603,2384.0138422024847,5000,-2722.2785888916414
18135,1,0.9554145075785603,2384.0138422024847,5000,-2722.2785888916414
21201,1,0.9835210209950935,2315.772878500216,5000,-2722.388694144721
14831,1,0.9068435003786567,2511.4977076468467,5000,-2722.4646276045614
14705,1,0.9075934760912954,2508.4138156213694,5000,-2723.3799856047717
21231,1,0.9852047548453767,2310.741842385043,5000,-2723.4461496620893
15087,1,0.9513519477213256,2392.5899707539124,5000,-2723.804871224756
14720,1,0.9075934760912954,2507.1503006978874,5000,-2724.526743506268
21404,1,0.9850701800613572,2309.8934161838424,5000,-2724.592876597239
21219,1,0.9850701800613572,2309.8934161838424,5000,-2724.592876597239
21193,1,0.9851139756960242,2309.6344348275684,5000,-2724.7468395025744
21206,1,0.9851139756960242,2309.1134273051393,5000,-2725.2600912943617
21173,1,0.9851139756960242,2309.1134273051393,5000,-2725.2600912943617
21217,1,0.9850701800613572,2309.10456938897,5000,-2725.3699460515045
21402,1,0.9850701800613572,2309.10456938897,5000,-2725.3699460515045
21560,1,0.9850701800613572,2309.10456938897,5000,-2725.3699460515045
21226,1,0.9850701800613572,2309.10456938897,5000,-2725.3699460515045
21555,1,0.9850701800613572,2309.10456938897,5000,-2725.3699460515045
14792,1,0.9050883769756866,2513.053606712012,5000,-2725.46438984813
14776,1,0.90434871670914,2510.0194143799285,5000,-2730.0671636904844
14794,1,0.90434871670914,2509.6889777132615,5000,-2730.3659936659387
14777,1,0.9055612310315555,2505.760534531268,5000,-2730.880405679576
14700,1,0.9062696211535968,2503.466188833333,5000,-2731.1846454751767
21192,1,0.9833864462110737,2307.0083215261952,5000,-2731.319285314981
21200,1,0.9851139756960242,2302.708463304178,5000,-2731.5697108455383
14832,1,0.9047316313924133,2507.096799977951,5000,-2731.7502220972497
21211,1,0.9835210209950935,2306.2340694464756,5000,-2731.770313364333
21195,1,0.9835210209950935,2306.2340694464756,5000,-2731.770313364333
20429,1,0.9771105390963581,2320.6377857497705,5000,-2732.480362118663
14793,1,0.9047316313924133,2505.760534531268,5000,-2732.9591837148
20284,1,0.9771105390963581,2317.8859007683773,5000,-2735.169257936363
17199,1,0.9497888178123518,2384.1972684536636,5000,-2735.5160949639567
21183,1,0.9852047548453767,2297.376780186077,5000,-2736.613472489315
21215,1,0.9852047548453767,2297.1940596691898,5000,-2736.79348961136
21197,1,0.9852047548453767,2296.3818901099758,5000,-2737.5936429228386
21205,1,0.9833864462110737,2298.4900537299513,5000,-2739.6960344110034
21179,1,0.9833864462110737,2298.4900537299513,5000,-2739.6960344110034
22854,1,0.9863263079019813,2287.288502797039,5000,-2743.9871759295456
22851,1,0.9863263079019813,2287.288502797039,5000,-2743.9871759295456
22845,1,0.9863263079019813,2285.902983962994,5000,-2745.3537496056583
21168,1,0.9850701800613572,2288.042596247067,5000,-2746.1174677268464
21214,1,0.9850701800613572,2287.617333135955,5000,-2746.536381736283
21180,1,0.9850701800613572,2287.617333135955,5000,-2746.536381736283
22904,1,0.9863263079019813,2283.9213952980917,5000,-2747.3082426372916
15089,1,0.9513519477213256,2367.4251896476076,5000,-2747.74543474422
21167,1,0.9850701800613572,2285.2618751921214,5000,-2748.8566731171422
22857,1,0.984672749732829,2286.046074911733,5000,-2748.992725400723
22202,1,0.9863263079019813,2281.2628665393686,5000,-2749.9304194923343
18185,1,0.9711244410746296,2316.710812967822,5000,-2750.185506625073
22207,1,0.984672749732829,2283.8632936020563,5000,-2751.142050674988
11993,1,0.9749191805001002,2306.5100921699923,5000,-2751.3390711264205
21189,1,0.9833864462110737,2286.3549523640318,5000,-2751.629528617646
21403,1,0.9833864462110737,2285.7016148941284,5000,-2752.272011830351
22201,1,0.984672749732829,2282.61530680353,5000,-2752.370909267523
19454,1,0.9734652369282996,2308.1261492684694,5000,-2753.1194312419657
22850,1,0.9863263079019813,2277.204809488997,5000,-2753.932987920083
22203,1,0.9863263079019813,2277.204809488997,5000,-2753.932987920083
21257,1,0.9833864462110737,2283.803292648795,5000,-2754.1387961969526
21561,1,0.9833864462110737,2283.435953996313,5000,-2754.500032048973
13722,1,0.9143387243300422,2455.7187224292134,5000,-2754.641276020672
21556,1,0.9833864462110737,2282.0399653760683,5000,-2755.8728283371865
21393,1,0.9833864462110737,2282.0399653760683,5000,-2755.8728283371865
21230,1,0.9833864462110737,2282.0399653760683,5000,-2755.8728283371865
17941,1,0.9472232160653989,2365.2914731865153,5000,-2759.541003836204
21256,1,0.9850701800613572,2273.620418923542,5000,-2760.3243245398085
22180,1,0.986037781022157,2270.6729652962435,5000,-2761.030667872291
21203,1,0.9850701800613572,2269.0523594654733,5000,-2764.824183692699
21194,1,0.9850701800613572,2269.0523594654733,5000,-2764.824183692699
21165,1,0.9850701800613572,2266.529179299463,5000,-2767.3096932331578
21169,1,0.9850701800613572,2266.529179299463,5000,-2767.3096932331578
21202,1,0.9850701800613572,2266.529179299463,5000,-2767.3096932331578
21552,1,0.9850701800613572,2266.515630397609,5000,-2767.323039852347
21228,1,0.9850701800613572,2266.515630397609,5000,-2767.323039852347
21408,1,0.9850701800613572,2266.4595492864987,5000,-2767.3782836825662
21418,1,0.9850701800613572,2266.4595492864987,5000,-2767.3782836825662
21222,1,0.9850701800613572,2266.047436690576,5000,-2767.7842435116377
21218,1,0.9850701800613572,2265.6106967716364,5000,-2768.2144629822274
21394,1,0.9850701800613572,2264.1938883886824,5000,-2769.610118671136
15440,1,0.9513519477213256,2343.3706457081566,5000,-2770.629771972565
21225,1,0.9850701800613572,2262.7978997684377,5000,-2770.985265432644
21258,1,0.9850701800613572,2262.7978997684377,5000,-2770.985265432644
21259,1,0.9850701800613572,2262.7978997684377,5000,-2770.985265432644
22860,1,0.9863263079019813,2258.4325201376982,5000,-2772.4485907668172
12475,1,0.9200751148150598,2417.3339532849955,5000,-2775.8711853849654
12500,1,0.9200751148150598,2411.0409813158594,5000,-2781.6611922919965
